Gene,func,WG_Mut_BF,WG_WT_BF,group,pool_group
SPEF1,Other,-6.905,-10.4895,Normal,none
SPEF2,Other,-6.239,-7.511,Normal,none
SPEG,Other,-7.576,-4.84,Normal,none
SPEM1,NEG,-8.149,-8.8245,Normal,none
SPEN,Other,-5.076,-4.767,Normal,none
SPERT,Other,-9.679,-10.37,Normal,none
SPG11,Other,-6.685,-1.829,Normal,none
SPG20,Other,-4.655,-0.728,Normal,none
SPG21,Other,-4.476,-6.7095,Normal,none
SPG7,Other,-3.877,-3.5705,Normal,none
SPHAR,NEG,-10.756,-4.876,Normal,none
SPHK1,Other,-1.607,-2.258,Normal,none
SPHK2,Other,-1.962,-4.2005,Normal,none
SPHKAP,Other,-10.986,-9.247,Normal,none
SPI1,Other,-7.738,-9.7945,Normal,none
SPIB,Other,-8.16,-7.6685,Normal,none
SPIC,Other,-5.051,-9.841,Normal,none
SPICE1,Other,-4.964,-6.2045,Normal,none
SPIDR,Other,24.256,4.8345,Depleted,both
SPIN1,Other,-1.523,-2.042,Normal,none
SPIN2A,Other,-1.105,-3.6505,Normal,none
SPIN2B,Other,-7.121,-8.408,Normal,none
SPIN3,Other,-11.282,-7.9755,Normal,none
SPIN4,Other,-6.348,-1.6825,Normal,none
SPINK1,Other,-9.981,-10.0115,Normal,none
SPINK13,Other,-9.343,-10.1285,Normal,none
SPINK14,NEG,-11.375,-7.5995,Normal,none
SPINK2,Other,-3.059,-4.209,Normal,none
SPINK4,Other,-8.499,-9.331,Normal,none
SPINK5,Other,-7.824,-11.281,Normal,none
SPINK6,Other,-8.688,-0.89,Enriched,bagel
SPINK7,Other,-9.98,-9.2475,Normal,none
SPINK8,Other,-8.988,-12.0305,Normal,none
SPINK9,Other,-7.066,-7.6185,Normal,none
SPINT1,Other,-7.477,-6.804,Normal,none
SPINT2,Other,-7.832,-7.5505,Normal,none
SPINT3,Other,-8.341,-9.348,Normal,none
SPINT4,Other,-12.142,-10.155,Normal,none
SPIRE1,Other,-2.092,2.391,Normal,none
SPIRE2,Other,-5.74,-2.9505,Normal,none
SPN,Other,-10.406,-10.3465,Normal,none
SPNS1,Other,-9.571,-8.465,Normal,none
SPNS2,Other,-8.037,-2.422,Normal,none
SPNS3,Other,-1.386,-2.1715,Normal,none
SPO11,NEG,-9.359,-8.6855,Normal,none
SPOCD1,Other,-5.563,-7.547,Normal,none
SPOCK1,Other,-4.823,-3.1975,Normal,none
SPOCK2,Other,-4.66,-9.8085,Normal,none
SPOCK3,Other,-3.011,-1.95,Normal,none
SPON1,Other,-3.694,-1.9155,Normal,none
SPON2,Other,-3.282,-4.4165,Normal,none
SPOP,Other,-15.032,-8.061,Normal,none
SPOPL,Other,-3.947,-2.013,Normal,none
SPOUT1,CEG,2.784,13.1,Enriched,both
SPP1,Other,-9.019,-7.5035,Normal,none
SPP2,Other,-9.228,-7.3905,Normal,none
SPPL2A,Other,-10.696,-11.016,Normal,none
SPPL2B,Other,10.588,6.731,Normal,none
SPPL2C,NEG,-7.463,-8.807,Normal,none
SPPL3,Other,-9.537,-10.082,Normal,none
SPR,Other,-5.241,-6.046,Normal,none
SPRED1,Other,-9.175,-7.6345,Normal,none
SPRED2,Other,-8.888,-9.9195,Normal,none
SPRED3,Other,-6.979,-9.078,Normal,none
SPRN,Other,-11.357,-7.84,Normal,none
SPRR1A,Other,-9.442,-7.8555,Normal,none
SPRR1B,Other,-8.213,-8.5445,Normal,none
SPRR2A,Other,-8.878,-8.639,Normal,none
SPRR2B,Other,-9.477,-9.262,Normal,none
SPRR2D,Other,-12.003,-8.559,Normal,none
SPRR2E,Other,-9.981,-9.3895,Normal,none
SPRR2F,Other,-8.548,-8.934,Normal,none
SPRR2G,Other,-5.59,-7.976,Normal,none
SPRR3,Other,-5.078,-7.8315,Normal,none
SPRR4,NEG,-8.4,-9.0415,Normal,none
SPRTN,Other,-0.852,5.4785,Normal,LFC
SPRY1,Other,-8.596,-9.667,Normal,none
SPRY2,Other,-2.764,-1.404,Normal,none
SPRY3,Other,-10.614,-5.886,Normal,none
SPRY4,Other,-12.188,-8.3845,Normal,none
SPRYD3,Other,-0.299,5.2965,Normal,LFC
SPRYD4,Other,-8.642,-9.544,Normal,none
SPRYD7,Other,-8.563,-9.453,Normal,none
SPSB1,Other,-8.501,-7.6515,Normal,none
SPSB2,Other,-10.854,-9.001,Normal,none
SPSB3,Other,3.485,8.4525,Normal,LFC
SPSB4,Other,9.234,6.897,Normal,none
SPTA1,Other,-5.031,-6.7635,Normal,none
SPTAN1,Other,-9.947,-6.223,Normal,none
SPTB,Other,2.457,4.723,Normal,none
SPTBN1,Other,-9.352,-9.012,Normal,none
SPTBN2,Other,-7.753,-8.9265,Normal,none
SPTBN4,Other,-6.778,-5.972,Normal,none
SPTBN5,Other,-8.182,-9.1735,Normal,none
SPTLC1,Other,-0.84,0.1665,Normal,none
SPTLC2,Other,15.327,4.5635,Depleted,bagel
SPTLC3,Other,-11.791,-9.8865,Normal,none
SPTSSA,Other,4.025,1.5615,Normal,none
SPTSSB,Other,-7.288,-8.123,Normal,none
SPTY2D1,Other,3.728,-2.5035,Normal,none
SPX,Other,-7.025,-8.023,Normal,none
SPZ1,Other,-7.791,-9.858,Normal,none
SQLE,Other,15.364,8.004,Normal,none
SQOR,Other,-7.952,-9.042,Normal,none
SQSTM1,Other,-8.903,-7.544,Normal,none
SRA1,Other,-7.644,-10.0945,Normal,none
SRBD1,CEG,24.249,16.759,Normal,none
SRC,Other,5.317,-4.9655,Depleted,bagel
SRCAP,Other,14.791,12.848,Normal,none
SRCIN1,Other,-4.545,0.9325,Normal,none
SRD5A1,Other,-3.948,-4.889,Normal,none
SRD5A2,Other,-8.687,-8.3005,Normal,none
SRD5A3,Other,-2.523,-6.245,Normal,none
SREBF1,Other,-4.709,-6.6165,Normal,none
SREBF2,Other,-6.547,-7.3805,Normal,none
SREK1,Other,6.783,0.51,Normal,none
SREK1IP1,Other,0.26,-10.131,Depleted,both
SRF,Other,10.763,13.9495,Normal,LFC
SRFBP1,Other,21.174,13.9465,Normal,none
SRGAP1,Other,-4.448,-0.5345,Normal,none
SRGAP2B,Other,-6.17,-7.656,Normal,none
SRGAP2C,Other,-1.652,-2.6425,Normal,none
SRGAP3,Other,-8.555,-10.5955,Normal,none
SRGN,Other,-6.227,-11.149,Normal,none
SRI,Other,-9.248,-8.8045,Normal,none
SRL,Other,-8.809,-9.458,Normal,none
SRM,Other,-5.943,-1.973,Normal,none
SRMS,Other,-0.543,-2.761,Normal,none
SRP14,Other,25.703,9.187,Depleted,bagel
SRP19,CEG,24.527,13.798,Depleted,bagel
SRP54,Other,16.943,14.067,Normal,none
SRP68,Other,25.836,15.0755,Depleted,bagel
SRP72,Other,18.72,11.255,Normal,none
SRP9,Other,10.83,10.3555,Normal,none
SRPK1,Other,-0.923,-6.301,Normal,none
SRPK2,Other,1.468,-1.9445,Normal,none
SRPK3,Other,-7.083,-7.848,Normal,none
SRPRB,Other,17.794,7.951,Depleted,bagel
SRPX,Other,-4.127,-4.9935,Normal,none
SRPX2,Other,-8.635,-8.157,Normal,none
SRR,Other,-6.058,1.354,Normal,LFC
SRRD,Other,-1.835,2.363,Normal,none
SRRM1,CEG,8.529,10.6455,Normal,LFC
SRRM2,Other,15.998,15.711,Normal,LFC
SRRM3,Other,-8.387,-3.4015,Normal,none
SRRM4,Other,-5.394,-4.626,Normal,none
SRRT,CEG,31.621,13.263,Depleted,bagel
SRSF1,CEG,24.053,14.0185,Depleted,bagel
SRSF10,Other,-0.361,6.435,Normal,LFC
SRSF11,Other,-4.339,-6.296,Normal,none
SRSF12,Other,-9.924,-3.881,Normal,none
SRSF2,CEG,4.426,6.819,Normal,none
SRSF3,CEG,18.404,16.342,Normal,LFC
SRSF4,Other,4.038,7.398,Normal,LFC
SRSF5,Other,-9.609,-8.7975,Normal,none
SRSF6,Other,-8.222,-3.3465,Normal,none
SRSF7,CEG,5.816,12.6785,Normal,LFC
SRSF8,Other,-3.518,-4.779,Normal,none
SRSF9,Other,-4.202,-1.668,Normal,none
SRXN1,Other,-11.152,-11.2175,Normal,none
SRY,Other,-7.506,-9.497,Normal,none
SS18,Other,14.202,-3.9215,Depleted,both
SS18L1,Other,20.957,12.2025,Depleted,bagel
SS18L2,CEG,-9.614,-9.169,Normal,none
SSB,Other,27.458,14.7535,Depleted,bagel
SSBP1,Other,8.462,10.5835,Normal,LFC
SSBP2,Other,-7.82,-8.9305,Normal,none
SSBP3,Other,0.008,-3.6125,Normal,none
SSBP4,Other,6.928,6.968,Normal,none
SSC4D,Other,-9.551,-8.898,Normal,none
SSC5D,Other,-2.791,-2.1155,Normal,none
SSFA2,Other,-8.755,-9.937,Normal,none
SSH1,Other,-9.565,-9.651,Normal,none
SSH2,Other,-9.585,-8.5345,Normal,none
SSH3,Other,-7,-2.629,Normal,none
SSMEM1,Other,-11.356,-9.1555,Normal,none
SSNA1,Other,-5.325,4.4385,Enriched,both
SSPN,Other,-1.195,2.472,Normal,none
SSPO,Other,0.073,1.782,Normal,none
SSR1,Other,19.831,0.00550000000000006,Depleted,both
SSR2,Other,17.203,1.127,Depleted,both
SSR3,Other,3.631,-7.5625,Depleted,both
SSR4,Other,-2.106,-1.9065,Normal,none
SSRP1,Other,-4.339,-0.142,Normal,none
SSSCA1,Other,-2.636,6.376,Enriched,both
SST,Other,-7.258,-6.124,Normal,none
SSTR1,Other,5.074,5.509,Normal,none
SSTR2,Other,-5.608,-4.523,Normal,none
SSTR3,Other,-11.193,-10.8905,Normal,none
SSTR4,NEG,-6.874,-8.8455,Normal,none
SSTR5,Other,-6.347,-2.8375,Normal,none
SSU72,CEG,-7.135,-2.8955,Normal,none
SSUH2,Other,-7.829,-12.782,Normal,none
SSX1,Other,-7.186,-3.0005,Normal,none
SSX2,Other,-6.554,-5.5915,Normal,none
SSX2IP,Other,-7.415,-3.0105,Normal,none
SSX3,NEG,-9.008,-9.4545,Normal,none
SSX4,Other,-10.165,-7.975,Normal,none
SSX4B,Other,-3.501,-3.517,Normal,none
SSX5,NEG,-9.827,-10.231,Normal,none
SSX7,NEG,-7.201,-0.46,Normal,none
ST13,Other,-7.307,-7.546,Normal,none
ST14,Other,-8.659,-2.2475,Normal,none
ST18,Other,-10.268,-7.692,Normal,none
ST20,Other,-9.483,-9.601,Normal,none
ST20-MTHFS,Other,-2.452,-8.164,Normal,none
ST3GAL1,Other,0.306,-0.574,Normal,none
ST3GAL2,Other,-7.563,-9.642,Normal,none
ST3GAL3,Other,-1.201,1.954,Normal,none
ST3GAL4,Other,-8.675,-10.198,Normal,none
ST3GAL5,Other,-7.907,-7.9835,Normal,none
ST3GAL6,Other,-10.511,-9.3345,Normal,none
ST5,Other,-9.093,-6.915,Normal,none
ST6GAL1,Other,-10.515,-9.252,Normal,none
ST6GAL2,Other,-1.717,-3.5575,Normal,none
ST6GALNAC1,Other,-8.067,-10.0255,Normal,none
ST6GALNAC2,Other,-6.804,-0.779,Normal,none
ST6GALNAC3,Other,-7.86,-6.9745,Normal,none
ST6GALNAC4,Other,-6.604,-9.1915,Normal,none
ST6GALNAC5,Other,4.554,-2.6535,Normal,none
ST6GALNAC6,Other,-5.437,-1.3345,Normal,none
ST7,Other,-8.248,-9.6515,Normal,none
ST7L,Other,-12.561,-10.1955,Normal,none
ST8SIA1,Other,-10.757,-8.5625,Normal,none
ST8SIA2,Other,-2.255,-1.838,Normal,none
ST8SIA3,Other,-3.987,-7.981,Normal,none
ST8SIA4,Other,-0.013,3.8815,Normal,none
ST8SIA5,Other,-11.9,-9.0745,Normal,none
ST8SIA6,Other,2.113,-0.553,Normal,none
STAB1,Other,-7.735,-5.352,Normal,none
STAB2,Other,-7.131,-10.3625,Normal,none
STAC,Other,-1.279,-1.775,Normal,none
STAC2,Other,-0.967,-3.6895,Normal,none
STAC3,Other,-8.802,-9.137,Normal,none
STAG1,Other,-7.188,-7.4535,Normal,none
STAG2,Other,-4.231,-0.3045,Normal,none
STAG3,Other,-4.986,-3.716,Normal,none
STAM,Other,0.337,-0.2075,Normal,none
STAM2,Other,-3.903,-1.406,Normal,none
STAMBP,Other,-0.047,-2.2275,Normal,none
STAMBPL1,Other,-4.548,-2.9405,Normal,none
STAP1,Other,-6.088,-5.012,Normal,none
STAP2,Other,-11.497,-10.4025,Normal,none
STAR,Other,-3.563,-3.844,Normal,none
STARD10,Other,-9.502,-10.5255,Normal,none
STARD13,Other,-7.541,-6.889,Normal,none
STARD3,Other,-9.3,-11.4755,Normal,none
STARD3NL,Other,-7.376,-10.4285,Normal,none
STARD4,Other,-10.005,-6.781,Normal,none
STARD5,Other,-7.982,-8.653,Normal,none
STARD6,Other,-12.745,-8.702,Normal,none
STARD7,Other,5.515,11.5175,Normal,LFC
STARD8,Other,-8.412,-5.8595,Normal,none
STARD9,Other,-7.846,-9.5305,Normal,none
STAT1,Other,-9.022,-9.457,Normal,none
STAT2,Other,-11.953,-10.958,Normal,none
STAT3,Other,-5.399,-7.345,Normal,none
STAT4,Other,-6.143,-10.5245,Normal,none
STAT5A,Other,-6.926,-2.7795,Normal,none
STAT5B,Other,-8.138,-8.653,Normal,none
STAT6,Other,-4.484,-3.136,Normal,none
STATH,NEG,-8.661,-8.9865,Normal,none
STAU1,Other,-10.8,-7.784,Normal,none
STAU2,Other,-11.287,-8.7955,Normal,none
STBD1,Other,0.702,-0.6395,Normal,none
STC1,Other,-9.14,-10.9355,Normal,none
STC2,Other,-4.441,0.942,Normal,none
STEAP1,Other,-2.576,-3.104,Normal,none
STEAP1B,Other,2.583,-5.22,Normal,none
STEAP2,Other,-5.311,-9.519,Normal,none
STEAP3,Other,-8.339,-11.765,Normal,none
STEAP4,Other,-11.452,-7.8605,Normal,none
STH,Other,-9.411,-8.594,Normal,none
STIL,Other,13.493,3.6325,Depleted,bagel
STIM1,Other,-5.389,-7.506,Normal,none
STIM2,Other,-8.916,-8.4755,Normal,none
STIP1,Other,5.459,-0.9375,Normal,none
STK10,Other,-1.954,-4.7885,Normal,none
STK11,Other,-5.426,-3.6675,Normal,none
STK11IP,Other,-7.746,-9.583,Normal,none
STK16,Other,-0.033,-0.083,Normal,none
STK17A,Other,-6.323,-8.002,Normal,none
STK17B,Other,-9.37,-11.3115,Normal,none
STK19,Other,-5.024,-0.642,Normal,none
STK24,Other,-6.127,3.235,Enriched,both
STK25,Other,-5.377,-7.802,Normal,none
STK26,Other,-10.021,-11.219,Normal,none
STK3,Other,-1.043,-2.7815,Normal,none
STK31,Other,-6.7,-11.6885,Normal,none
STK32A,Other,-5.017,-0.396,Normal,none
STK32B,Other,-9.19,-9.6995,Normal,none
STK32C,Other,-3.941,-9.351,Normal,none
STK33,Other,-10.534,-8.553,Normal,none
STK35,Other,-1.711,-2.0505,Normal,none
STK36,Other,-5.147,-5.767,Normal,none
STK38,Other,-8.849,-9.72,Normal,none
STK38L,Other,-12.352,-10.6145,Normal,none
STK39,Other,-10.616,-2.083,Enriched,bagel
STK4,Other,-6.741,-11.5115,Normal,none
STK40,Other,-9.817,0.877,Enriched,both
STKLD1,Other,-8.44,-9.7365,Normal,none
STMN1,Other,-1.827,-1.5165,Normal,none
STMN2,Other,-8.339,-9.3785,Normal,none
STMN3,Other,-10.847,-9.6655,Normal,none
STMN4,Other,-6.763,-10.1135,Normal,none
STMND1,Other,-9.626,-9.099,Normal,none
STN1,Other,15.148,11.719,Normal,none
STOM,Other,-8.908,-9.0015,Normal,none
STOML1,Other,-9.927,-10.6465,Normal,none
STOML2,Other,-1.303,-2.8405,Normal,none
STOML3,Other,-10.548,-9.9055,Normal,none
STON1,Other,-11.586,-9.462,Normal,none
STON1-GTF2A1L,Other,-3.837,-0.9385,Normal,none
STON2,Other,-8.087,-5.5145,Normal,none
STOX1,Other,-2.205,-2.3315,Normal,none
STOX2,Other,-13.264,-9.487,Normal,none
STPG1,Other,-5.711,-2.333,Normal,none
STPG2,Other,-8.666,-10.7135,Normal,none
STPG3,Other,-9.224,-9.275,Normal,none
STPG4,NEG,-9.03,-7.7275,Normal,none
STRA6,Other,-10.994,-7.523,Normal,none
STRA8,Other,-4.699,-8.71,Normal,none
STRADA,Other,-9.469,-8.495,Normal,none
STRADB,Other,-6.604,-7.7285,Normal,none
STRAP,Other,8.216,3.9295,Normal,none
STRBP,Other,-1.214,-3.2245,Normal,none
STRC,Other,-9.728,-9.9195,Normal,none
STRIP1,Other,6.867,-1.416,Normal,none
STRIP2,Other,-9.195,-9.0715,Normal,none
STRN,Other,-10.625,-10.4775,Normal,none
STRN3,Other,-4.3,-1.627,Normal,none
STRN4,Other,-7.985,-8.737,Normal,none
STS,Other,-9.922,-10.344,Normal,none
STT3A,Other,20.544,12.8205,Normal,none
STT3B,Other,-12.794,-3.024,Enriched,both
STUB1,Other,2.287,-6.147,Normal,none
STUM,Other,-9.531,-9.742,Normal,none
STX10,Other,-9.601,-6.828,Normal,none
STX11,Other,-8.268,-8.463,Normal,none
STX12,Other,0.917,-0.4455,Normal,none
STX16,Other,-0.58,0.0305,Normal,none
STX17,Other,-5.66,-7.674,Normal,none
STX18,Other,-1.243,5.6925,Normal,LFC
STX19,Other,-9.321,-9.5955,Normal,none
STX1A,Other,-10.865,-9.0695,Normal,none
STX1B,Other,-8.019,-9.5535,Normal,none
STX2,Other,4.248,5.443,Normal,none
STX3,Other,-1.295,-4.3565,Normal,none
STX4,Other,-1.104,-5.436,Normal,none
STX5,Other,3.626,6.003,Normal,none
STX6,Other,-6.657,-9.1405,Normal,none
STX7,Other,-4.525,-5.5575,Normal,none
STX8,Other,-7.065,-8.9135,Normal,none
STXBP1,Other,-3.461,1.1975,Normal,none
STXBP2,Other,-8.704,-8.4595,Normal,none
STXBP3,Other,-8.247,-8.133,Normal,none
STXBP4,Other,6.734,3.6815,Normal,none
STXBP5,Other,-8.382,-7.3225,Normal,none
STXBP5L,Other,-8.493,-2.252,Normal,none
STXBP6,Other,-8.023,-2.9635,Normal,none
STYK1,Other,-5.853,-8.732,Normal,none
STYX,Other,-4.32,-1.5635,Normal,none
STYXL1,Other,4.503,-4.502,Depleted,bagel
SUB1,Other,-1.553,-3.6025,Normal,none
SUCLA2,Other,-1.546,-7.4,Normal,none
SUCLG1,Other,-10.826,-10.977,Normal,none
SUCLG2,Other,-7.821,-8.2395,Normal,none
SUCNR1,Other,-9.995,-7.767,Normal,none
SUCO,Other,-4.474,-3.57,Normal,none
SUDS3,Other,-0.846,3.151,Normal,none
SUFU,Other,-12.323,-9.6235,Normal,none
SUGCT,Other,-1.576,-0.774,Normal,none
SUGP1,Other,-2.264,-0.5795,Normal,none
SUGP2,Other,-2.041,4.5985,Normal,LFC
SUGT1,Other,17.619,13.774,Normal,none
SULF1,Other,-10.302,-7.9,Normal,none
SULF2,Other,-6.954,-9.3795,Normal,none
SULT1A1,Other,-3.676,-3.488,Normal,none
SULT1A2,Other,-8.832,-8.71,Normal,none
SULT1A3,Other,-7.386,-3.9845,Normal,none
SULT1B1,Other,-5.763,-9.6295,Normal,none
SULT1C2,Other,-6.105,-10.3765,Normal,none
SULT1C3,Other,-8.07,-10.8995,Normal,none
SULT1C4,Other,-11.674,-7.859,Normal,none
SULT1E1,Other,-10.152,-10.0995,Normal,none
SULT2A1,Other,-11.704,-10.3,Normal,none
SULT2B1,Other,-3.097,-2.5285,Normal,none
SULT4A1,Other,2.48,0.324,Normal,none
SULT6B1,NEG,-6.707,-8.0035,Normal,none
SUMF1,Other,-8.39,-5.332,Normal,none
SUMF2,Other,-4.159,-0.0605,Normal,none
SUMO1,Other,-6.943,-8.896,Normal,none
SUMO2,Other,-7.105,-9.032,Normal,none
SUMO3,Other,-2.74,-3.138,Normal,none
SUMO4,Other,-5.203,-8.8015,Normal,none
SUN1,Other,-4.215,-0.3345,Normal,none
SUN2,Other,-10.158,-9.943,Normal,none
SUN3,Other,-9.022,-9.391,Normal,none
SUN5,NEG,-8.007,-7.513,Normal,none
SUOX,Other,-12.345,-6.364,Normal,none
SUPT16H,Other,10.005,8.8645,Normal,none
SUPT20H,Other,-25.129,-11.2305,Enriched,bagel
SUPT20HL1,Other,-11.963,-10.1335,Normal,none
SUPT20HL2,Other,-12.689,-9.052,Normal,none
SUPT3H,Other,-2.153,-3.9295,Normal,none
SUPT4H1,Other,-1.303,6.688,Enriched,both
SUPT5H,CEG,26.004,15.593,Depleted,bagel
SUPT6H,CEG,22.794,10.4745,Depleted,bagel
SUPT7L,Other,-11.667,1.1255,Enriched,both
SUPV3L1,CEG,7.708,6.442,Normal,none
SURF1,Other,-2.699,-5.797,Normal,none
SURF2,Other,-5.327,-7.3405,Normal,none
SURF4,Other,1.721,-4.655,Normal,none
SURF6,Other,17.467,14.0905,Normal,none
SUSD1,Other,-10.6,-2.3315,Enriched,bagel
SUSD2,Other,-5.418,-9.028,Normal,none
SUSD3,Other,-6.039,-8.203,Normal,none
SUSD4,Other,-9.191,-11.1785,Normal,none
SUSD5,Other,-12.496,-1.82,Enriched,both
SUSD6,Other,4.927,-2.7025,Normal,none
SUV39H1,Other,-8.64,0.192,Enriched,both
SUV39H2,Other,-5.653,-4.963,Normal,none
SUZ12,Other,-0.107,6.6895,Normal,LFC
SV2A,Other,-3.721,-1.3135,Normal,none
SV2B,Other,-7.354,-10.632,Normal,none
SV2C,Other,-7.338,-6.752,Normal,none
SVEP1,Other,-9.237,-9.3215,Normal,none
SVIL,Other,-8.9,-8.228,Normal,none
SVIP,Other,-11.972,-11.0615,Normal,none
SVOP,Other,-2.27,-1.808,Normal,none
SVOPL,Other,-8.061,-10.2685,Normal,none
SWAP70,Other,11.277,8.6275,Normal,none
SWI5,Other,8.889,-0.468,Depleted,bagel
SWSAP1,Other,16.684,3.6185,Depleted,bagel
SWT1,Other,-6.829,-8.9685,Normal,none
SYAP1,Other,-8.523,-8.334,Normal,none
SYBU,Other,-3.67,0.1865,Normal,none
SYCE1,Other,-8.108,-5.0495,Normal,none
SYCE1L,Other,-3.664,-5.616,Normal,none
SYCE2,Other,-8.92,-8.718,Normal,none
SYCE3,Other,-11.853,-7.291,Normal,none
SYCN,Other,-4.066,-4.391,Normal,none
SYCP1,Other,-12.774,-10.201,Normal,none
SYCP2,Other,-9.617,-9.155,Normal,none
SYCP2L,Other,-8.69,-7.1155,Normal,none
SYCP3,Other,-5.805,-8.9225,Normal,none
SYDE1,Other,-10.16,-9.945,Normal,none
SYDE2,Other,-9.941,-8.681,Normal,none
SYF2,Other,15.178,12.285,Normal,none
SYK,Other,-9.056,-2.349,Normal,none
SYMPK,CEG,29.569,19.8635,Depleted,bagel
SYN1,Other,-6.444,-8.425,Normal,none
SYN2,Other,-10.291,-10.5955,Normal,none
SYN3,Other,-6.886,-11.7365,Normal,none
SYNC,Other,-9.067,-9.1925,Normal,none
SYNCRIP,Other,-1.482,0.911,Normal,none
SYNDIG1,Other,-9.87,-8.75,Normal,none
SYNDIG1L,Other,-5.259,-7.7195,Normal,none
SYNE1,Other,-7.237,-8.654,Normal,none
SYNE2,Other,-7.34,-10.056,Normal,none
SYNE3,Other,-10.343,-8.886,Normal,none
SYNE4,Other,-6.451,-7.6605,Normal,none
SYNGAP1,Other,-9.716,-7.595,Normal,none
SYNGR1,Other,-7.022,-5.7235,Normal,none
SYNGR2,Other,-1.404,-3.3895,Normal,none
SYNGR3,Other,6.365,0.438,Normal,none
SYNGR4,Other,-9.286,-11.342,Normal,none
SYNJ1,Other,-5.88,-2.572,Normal,none
SYNJ2,Other,-6.942,-8.791,Normal,none
SYNJ2BP,Other,-9.692,-9.898,Normal,none
SYNM,Other,-9.929,-9.615,Normal,none
SYNPO,Other,-3.559,-3.823,Normal,none
SYNPO2,Other,-10.729,-8.064,Normal,none
SYNPO2L,Other,-12.912,-8.391,Normal,none
SYNPR,Other,-6.515,-5.273,Normal,none
SYNRG,Other,-2.586,-8.6495,Normal,none
SYP,Other,-8.489,-8.324,Normal,none
SYPL1,Other,-8.973,-7.8605,Normal,none
SYPL2,Other,-5.313,-9.1795,Normal,none
SYS1,CEG,3.827,3.912,Normal,none
SYT1,Other,-8.393,-11.23,Normal,none
SYT10,Other,-5.027,-4.041,Normal,none
SYT11,Other,-6.458,-9.98,Normal,none
SYT12,Other,-9.579,-6.954,Normal,none
SYT13,Other,-2.258,-3.0905,Normal,none
SYT14,Other,-10.76,-11.774,Normal,none
SYT15,Other,-8.264,-9.9825,Normal,none
SYT16,Other,-7.727,-9.498,Normal,none
SYT17,Other,-6.57,-8.505,Normal,none
SYT2,Other,-9.923,-3.284,Normal,none
SYT3,Other,1.295,-0.1725,Normal,none
SYT4,Other,-7.167,-8.6525,Normal,none
SYT5,Other,-5.716,-8.762,Normal,none
SYT6,Other,-11.933,-11.2235,Normal,none
SYT7,Other,-5.27,-8.117,Normal,none
SYT8,Other,-8.287,-8.249,Normal,none
SYT9,Other,-6.359,-8.3425,Normal,none
SYTL1,Other,-9.23,-9.5055,Normal,none
SYTL2,Other,-8.223,-8.7145,Normal,none
SYTL3,Other,-9.613,-9.4665,Normal,none
SYTL4,Other,-8.433,-8.6965,Normal,none
SYTL5,Other,-8.156,-9.592,Normal,none
SYVN1,Other,-5.304,-5.9325,Normal,none
SZRD1,Other,9.785,-4.864,Depleted,both
SZT2,Other,11.661,9.0875,Normal,none
T,Other,-8.507,-11.5565,Normal,none
TAAR1,NEG,-8.553,-7.1945,Normal,none
TAAR2,NEG,-8.405,-8.952,Normal,none
TAAR5,NEG,-8.924,-9.394,Normal,none
TAAR6,NEG,-7.995,-9.684,Normal,none
TAAR8,NEG,-6.826,-8.2625,Normal,none
TAAR9,NEG,-11.14,-9.1105,Normal,none
TAB2,Other,-5.283,-5.0125,Normal,none
TAB3,Other,-0.145,-4.6825,Normal,none
TAC1,Other,-4.168,-6.426,Normal,none
TAC3,Other,-9.819,-11.668,Normal,none
TAC4,Other,-9.071,-8.0705,Normal,none
TACC1,Other,0.613,-1.884,Normal,none
TACC2,Other,-8.434,-10.1615,Normal,none
TACC3,Other,6.276,7.3605,Normal,none
TACO1,Other,-2.576,-1.905,Normal,none
TACR1,Other,-8.721,-7.07,Normal,none
TACR2,Other,-9.747,-9.596,Normal,none
TACR3,Other,-7.384,-10.284,Normal,none
TACSTD2,Other,-8.999,-2.784,Normal,none
TADA1,Other,-17.304,-3.8975,Enriched,both
TADA2A,Other,14.896,10.453,Normal,none
TADA2B,Other,-12.559,-9.692,Normal,none
TADA3,Other,-3.175,-4.889,Normal,none
TAF1,Other,14.56,12.394,Normal,none
TAF10,Other,8.394,2.998,Normal,none
TAF11,Other,25.397,15.3315,Depleted,bagel
TAF12,Other,-0.828,5.957,Normal,LFC
TAF13,Other,21.117,13.664,Normal,none
TAF15,Other,-4.508,-10.244,Normal,none
TAF1A,Other,28.783,14.666,Depleted,bagel
TAF1B,CEG,9.789,7.2615,Normal,none
TAF1C,Other,22.068,13.2395,Depleted,bagel
TAF1D,Other,16.092,14.949,Normal,LFC
TAF1L,Other,-2.108,-1.545,Normal,none
TAF2,Other,27.884,15.6625,Depleted,bagel
TAF3,Other,7.292,9.6815,Normal,LFC
TAF4,Other,1.029,-6.736,Normal,none
TAF4B,Other,-9.742,-7.824,Normal,none
TAF5,Other,7.984,10.1155,Normal,LFC
TAF5L,Other,-14.959,-10.1345,Normal,none
TAF6,CEG,16.248,4.655,Depleted,bagel
TAF6L,Other,-23.998,-2.493,Enriched,both
TAF7,Other,9.029,4.0165,Normal,none
TAF7L,Other,-6.182,-8.169,Normal,none
TAF8,Other,10.717,11.779,Normal,LFC
TAF9,Other,-8.964,-7.7915,Normal,none
TAF9B,Other,-7.582,-9.1735,Normal,none
TAGAP,Other,-8.763,-8.7505,Normal,none
TAGLN,Other,-9.822,-10.024,Normal,none
