Gene,func,WG_Mut_BF,WG_WT_BF,group,pool_group
TAGLN2,Other,-7.936,-4.3545,Normal,none
TAGLN3,Other,-7.558,-6.86,Normal,none
TAL2,Other,-4.472,-4.981,Normal,none
TALDO1,Other,-7.028,-8.839,Normal,none
TAMM41,Other,23.314,10.8555,Depleted,bagel
TANC1,Other,3.855,10.0505,Normal,LFC
TANC2,Other,-11.586,-11.2535,Normal,none
TANGO2,Other,-7.287,-9.078,Normal,none
TANGO6,CEG,22.607,11.386,Depleted,bagel
TANK,Other,-7.849,-1.4625,Normal,none
TAOK1,Other,-9.384,-8.649,Normal,none
TAOK2,Other,5.894,13.388,Enriched,both
TAOK3,Other,-1.971,0.556,Normal,none
TAP1,Other,-10.979,-7.5085,Normal,none
TAP2,Other,-5.511,-4.3325,Normal,none
TAPBP,Other,-3.959,-7.241,Normal,none
TAPBPL,Other,-9.601,-3.5505,Normal,none
TAPT1,Other,-5.806,-0.7835,Normal,none
TARBP1,Other,3.577,-1.2685,Normal,none
TARBP2,Other,-0.006,-4.1305,Normal,none
TARDBP,Other,17.655,11.6425,Normal,none
TARM1,Other,-9.61,-8.3805,Normal,none
TARP,Other,-8.292,-4.8395,Normal,none
TARS,CEG,18.346,12.6425,Normal,none
TARS2,Other,23.464,11.7325,Depleted,bagel
TARSL2,Other,-5.02,-0.4875,Normal,none
TAS1R1,Other,-6.006,-9.058,Normal,none
TAS1R2,NEG,-6.265,-6.9715,Normal,none
TAS1R3,Other,-8.5,-8.5065,Normal,none
TAS2R1,NEG,-9.073,-10.658,Normal,none
TAS2R10,Other,-6.649,-8.1835,Normal,none
TAS2R13,NEG,-7.134,-9.003,Normal,none
TAS2R14,Other,-6.743,-8.114,Normal,none
TAS2R16,NEG,-9.107,-9.3575,Normal,none
TAS2R19,Other,-10.015,-8.12,Normal,none
TAS2R20,Other,-9.328,-8.1765,Normal,none
TAS2R3,Other,-8.117,-9.292,Normal,none
TAS2R30,Other,-8.792,-8.9645,Normal,none
TAS2R31,Other,-7.248,-8.019,Normal,none
TAS2R38,Other,-8.228,-9.438,Normal,none
TAS2R39,NEG,-7.408,-9.0225,Normal,none
TAS2R4,Other,-5.437,-6.3415,Normal,none
TAS2R40,NEG,-14.338,-9.997,Normal,none
TAS2R41,NEG,-10.21,-9.3035,Normal,none
TAS2R42,NEG,-6.744,-9.6685,Normal,none
TAS2R43,NEG,-8.535,-7.569,Normal,none
TAS2R46,NEG,-5.393,-7.6485,Normal,none
TAS2R5,Other,-9.466,-7.048,Normal,none
TAS2R50,NEG,-9.542,-10.584,Normal,none
TAS2R60,NEG,-9.372,-5.087,Normal,none
TAS2R7,NEG,-7.31,-7.721,Normal,none
TAS2R8,NEG,-10.498,-9.815,Normal,none
TAS2R9,NEG,-9.409,-10.9175,Normal,none
TASP1,Other,-5.13,-7.319,Normal,none
TAT,Other,-6.099,-9.753,Normal,none
TATDN1,Other,9.357,1.1275,Normal,none
TATDN2,Other,-7.956,-7.0795,Normal,none
TATDN3,Other,16.873,14.0715,Normal,none
TAX1BP1,Other,-4.083,-7.022,Normal,none
TAX1BP3,Other,-6.737,-6.8925,Normal,none
TAZ,Other,1.074,3.029,Normal,none
TBATA,Other,-8.859,-9.2355,Normal,none
TBC1D1,Other,-2.565,-4.902,Normal,none
TBC1D10A,Other,-5.942,-10.484,Normal,none
TBC1D10B,Other,5.136,3.1165,Normal,none
TBC1D10C,Other,-3.489,-1.372,Normal,none
TBC1D12,Other,-8.516,-7.7415,Normal,none
TBC1D13,Other,-4.426,-4.3875,Normal,none
TBC1D14,Other,-10.951,-9.4725,Normal,none
TBC1D15,Other,-9.837,-6.759,Normal,none
TBC1D16,Other,-2.36,-1.483,Normal,none
TBC1D17,Other,-10.826,-7.223,Normal,none
TBC1D19,Other,-10.73,-10.7105,Normal,none
TBC1D2,Other,-3.67,5.1555,Enriched,both
TBC1D20,Other,-0.86,-0.3865,Normal,none
TBC1D21,NEG,-9.109,-10.334,Normal,none
TBC1D22A,Other,-5.582,4.218,Enriched,both
TBC1D22B,Other,-6.272,-3.9245,Normal,none
TBC1D23,Other,-12.192,-11.0845,Normal,none
TBC1D24,Other,-12.389,-10.2055,Normal,none
TBC1D25,Other,-8.009,-5.087,Normal,none
TBC1D28,Other,-10.608,-8.2005,Normal,none
TBC1D29,NEG,-7.778,-9.359,Normal,none
TBC1D2B,Other,-6.712,-4.284,Normal,none
TBC1D30,Other,-4.753,-1.701,Normal,none
TBC1D31,Other,-4.99,1.797,Normal,LFC
TBC1D32,Other,-11.067,-8.6105,Normal,none
TBC1D3B,Other,-2.784,-2.3315,Normal,none
TBC1D3F,Other,-4.686,-2.9405,Normal,none
TBC1D3L,Other,-2.779,-5.4865,Normal,none
TBC1D4,Other,-6.572,-8.1065,Normal,none
TBC1D5,Other,-10.709,-9.118,Normal,none
TBC1D7,Other,-8.177,-8.412,Normal,none
TBC1D8,Other,-6.009,-8.147,Normal,none
TBC1D8B,Other,-4.792,-1.313,Normal,none
TBC1D9,Other,-9.624,-9.1945,Normal,none
TBC1D9B,Other,-7.167,-8.222,Normal,none
TBCA,Other,16.855,11.8505,Normal,none
TBCB,Other,20.75,14.936,Normal,none
TBCC,Other,13.51,11.578,Normal,none
TBCCD1,Other,-6.405,-8.7985,Normal,none
TBCD,CEG,7.359,11.649,Normal,LFC
TBCE,Other,19.889,12.4385,Normal,none
TBCEL,Other,-0.603,-1.115,Normal,none
TBCK,Other,-7.899,-7.5425,Normal,none
TBK1,Other,-6.599,-2.0485,Normal,none
TBKBP1,Other,3.959,3.227,Normal,none
TBL1X,Other,-13.532,-3.0445,Enriched,both
TBL1XR1,Other,-3.898,-1.6755,Normal,none
TBL1Y,NEG,-9.183,-6.4915,Normal,none
TBL2,Other,-9.568,-10.1585,Normal,none
TBL3,CEG,16.891,8.197,Depleted,bagel
TBP,Other,12.072,11.9965,Normal,none
TBPL1,Other,-9.961,-5.45,Normal,none
TBPL2,NEG,-6.469,-9.1505,Normal,none
TBR1,NEG,-4.696,-0.3315,Normal,none
TBRG1,Other,5.458,-13.7815,Depleted,both
TBRG4,Other,9.71,4.088,Normal,none
TBX1,Other,-9.247,-8.49,Normal,none
TBX10,NEG,-8.746,-5.9525,Normal,none
TBX15,Other,-7.217,-5.482,Normal,none
TBX18,Other,-10.013,-10.3,Normal,none
TBX19,Other,-8.954,-7.973,Normal,none
TBX2,Other,-3.784,-4.6185,Normal,none
TBX20,Other,-8.613,-4.1195,Normal,none
TBX21,Other,-9.817,-9.473,Normal,none
TBX22,Other,-12.279,-5.6195,Normal,none
TBX3,Other,3.888,6.175,Normal,none
TBX4,Other,-0.259,-2.7155,Normal,none
TBX5,Other,-8.876,-9.954,Normal,none
TBX6,Other,-8.42,-11.395,Normal,none
TBXA2R,Other,-3.937,-4.7015,Normal,none
TBXAS1,Other,-6.937,-7.2385,Normal,none
TC2N,Other,-10.108,-11.267,Normal,none
TCAF1,Other,-7.249,-8.1005,Normal,none
TCAF2,Other,-8.34,-5.2835,Normal,none
TCAIM,Other,-11.456,-8.3375,Normal,none
TCAP,Other,-9.81,-8.492,Normal,none
TCEA1,Other,-2.124,-9.3205,Normal,none
TCEA2,Other,-5.98,-1.6825,Normal,none
TCEA3,Other,-5.942,4.414,Enriched,both
TCEAL1,Other,-10.284,-10.609,Normal,none
TCEAL2,Other,-6.743,-7.5925,Normal,none
TCEAL3,Other,-6.566,-5.103,Normal,none
TCEAL4,Other,-8.704,-9.7125,Normal,none
TCEAL5,Other,-1.013,-1.2255,Normal,none
TCEAL6,Other,-4.501,2.0525,Normal,LFC
TCEAL7,Other,-4.537,-8.8835,Normal,none
TCEAL8,Other,-4.918,-6.5695,Normal,none
TCEANC,Other,-7.443,-9.648,Normal,none
TCEANC2,Other,-7.356,-2.9295,Normal,none
TCEB3C,Other,-6.619,-1.716,Normal,none
TCERG1,Other,13.432,8.933,Normal,none
TCERG1L,Other,-7.678,-8.837,Normal,none
TCF12,Other,-10.9,-10.5265,Normal,none
TCF15,Other,-6.165,-6.942,Normal,none
TCF19,Other,-7.787,-7.281,Normal,none
TCF20,Other,-3.855,-3.2985,Normal,none
TCF21,Other,-4.618,-4.062,Normal,none
TCF23,Other,-8.004,-6.1465,Normal,none
TCF24,Other,-8.988,-10.662,Normal,none
TCF25,Other,-10.048,-10.554,Normal,none
TCF3,Other,-4.206,-7.3625,Normal,none
TCF4,Other,0.369,1.035,Normal,none
TCF7,Other,-2.205,-2.5435,Normal,none
TCF7L1,Other,-11.381,-4.572,Normal,none
TCF7L2,Other,-21.945,-8.363,Enriched,both
TCFL5,Other,-7.343,-10.277,Normal,none
TCHH,Other,-8.019,-8.643,Normal,none
TCHHL1,NEG,-6.564,-11.7145,Normal,none
TCHP,Other,-11.137,-10.083,Normal,none
TCIRG1,Other,-4.393,-6.1745,Normal,none
TCL1A,Other,-7.306,-8.7455,Normal,none
TCL1B,Other,-8.239,-6.687,Normal,none
TCN1,Other,-10.249,-10.1485,Normal,none
TCN2,Other,-5.7,-8.023,Normal,none
TCOF1,Other,24.745,14.969,Depleted,bagel
TCP1,CEG,23.964,12.713,Depleted,bagel
TCP10,Other,-11.458,-9.842,Normal,none
TCP10L,Other,-7.977,-9.017,Normal,none
TCP10L2,NEG,-5.791,-7.0385,Normal,none
TCP11,Other,-7.396,-8.684,Normal,none
TCP11L1,Other,-4.387,-3.486,Normal,none
TCP11L2,Other,-6.42,-6.937,Normal,none
TCP11X2,Other,-9.421,-7.608,Normal,none
TCTA,Other,-5.628,-9.0935,Normal,none
TCTE1,Other,-1.239,1.707,Normal,none
TCTE3,Other,-8.648,-6.574,Normal,none
TCTEX1D1,Other,-8.113,-10.35,Normal,none
TCTEX1D2,Other,-9.864,-10.2565,Normal,none
TCTEX1D4,Other,-9.383,-5.862,Normal,none
TCTN1,Other,-7.917,-3.2295,Normal,none
TCTN2,Other,-12.259,-10.356,Normal,none
TCTN3,Other,-12.63,-8.668,Normal,none
TDG,Other,-2.797,-3.8375,Normal,none
TDGF1,Other,-14.123,-9.996,Normal,none
TDO2,Other,-9.548,-10.8175,Normal,none
TDP1,Other,-5.796,-8.1635,Normal,none
TDP2,Other,5.853,-0.7715,Normal,none
TDRD1,Other,-9.393,-7.4775,Normal,none
TDRD10,Other,-5.824,-6.508,Normal,none
TDRD12,Other,0.041,0.766,Normal,none
TDRD15,Other,-11.868,-0.335,Enriched,both
TDRD3,Other,-7.734,-8.3985,Normal,none
TDRD5,Other,-9.864,-9.344,Normal,none
TDRD6,Other,-6.953,-8.063,Normal,none
TDRD7,Other,-10.547,-9.6865,Normal,none
TDRD9,Other,-2.308,-1.2725,Normal,none
TDRKH,Other,-7.9,-1.311,Normal,none
TDRP,Other,-9.812,-8.458,Normal,none
TEAD1,Other,-6.668,-5.5305,Normal,none
TEAD2,Other,-3.037,-7.86,Normal,none
TEAD3,Other,2.352,4.2695,Normal,none
TEAD4,Other,-5.086,-8.0195,Normal,none
TEC,Other,-11.335,-8.8185,Normal,none
TECPR1,Other,-4.638,-6.6815,Normal,none
TECPR2,Other,7.014,7.344,Normal,none
TECR,Other,9.312,3.2205,Normal,none
TECRL,Other,-5.195,-8.349,Normal,none
TECTA,Other,-9.722,-10.546,Normal,none
TECTB,Other,-9.143,-8.688,Normal,none
TEDDM1,NEG,-9.963,-6.343,Normal,none
TEF,Other,-1.469,-5.4835,Normal,none
TEFM,Other,21.944,15.172,Normal,none
TEK,Other,-7.307,-8.82,Normal,none
TEKT1,Other,-6.524,-4.9055,Normal,none
TEKT2,Other,-2.97,3.533,Normal,LFC
TEKT3,Other,-7.918,-5.626,Normal,none
TEKT4,Other,-5.226,-3.863,Normal,none
TEKT5,Other,-9.718,-5.7725,Normal,none
TELO2,CEG,19.902,15.9055,Normal,none
TEN1,Other,8.577,5.2755,Normal,none
TENM1,Other,-6.514,-7.133,Normal,none
TENM2,Other,-8.186,-7.8095,Normal,none
TENM3,Other,-5.882,-7.226,Normal,none
TENM4,Other,-5.841,-7.981,Normal,none
TEP1,Other,-8.505,-8.5855,Normal,none
TEPP,Other,-9.556,-10.2795,Normal,none
TEPSIN,Other,0.57,-0.98,Normal,none
TERB1,Other,-10.017,-7.247,Normal,none
TERB2,Other,-7.932,-9.331,Normal,none
TERF1,Other,11.69,2.22,Depleted,bagel
TERF2,Other,7.432,8.2605,Normal,none
TERF2IP,Other,13.387,14.385,Normal,LFC
TERT,Other,-2.45,-2.198,Normal,none
TES,Other,-7.093,-9.0365,Normal,none
TESC,Other,-7.904,-7.895,Normal,none
TESK1,Other,-11.901,-7.8625,Normal,none
TESK2,Other,-8.643,-5.8475,Normal,none
TESMIN,Other,-6.92,-7.347,Normal,none
TESPA1,Other,-5.518,-7.474,Normal,none
TET1,Other,-3.101,-3.5415,Normal,none
TET2,Other,-10.039,-7.17,Normal,none
TET3,Other,-5.66,-6.1365,Normal,none
TEX10,Other,7.057,6.3835,Normal,none
TEX101,NEG,-7.506,-8.0555,Normal,none
TEX11,Other,-2.949,1.655,Normal,none
TEX12,Other,-6.051,-10.267,Normal,none
TEX13A,NEG,-9.896,-8.4415,Normal,none
TEX13B,Other,-2.179,2.1545,Normal,none
TEX13C,Other,-8.325,-9.888,Normal,none
TEX14,Other,7.038,10.182,Normal,LFC
TEX15,Other,-10.289,-8.6145,Normal,none
TEX19,Other,-5.52,0.379,Normal,none
TEX2,Other,-7.118,-6.594,Normal,none
TEX22,Other,-7.362,-7.6995,Normal,none
TEX26,Other,-9.308,-8.869,Normal,none
TEX261,Other,-0.841,6.2375,Normal,LFC
TEX264,Other,-8.586,-9.8925,Normal,none
TEX28,NEG,-6.33,-11.344,Normal,none
TEX29,Other,-12.266,-10.7625,Normal,none
TEX30,Other,-3.754,-8.201,Normal,none
TEX33,Other,-9.838,-8.555,Normal,none
TEX35,Other,3.248,-1.6095,Normal,none
TEX36,Other,-10.567,-9.6855,Normal,none
TEX37,Other,-2.714,-0.294,Normal,none
TEX38,Other,-8.935,-9.7435,Normal,none
TEX43,Other,-8.868,-10.838,Normal,none
TEX44,NEG,-6.676,-6.616,Normal,none
TEX45,NEG,-6.74,-4.2995,Normal,none
TEX46,Other,-7.231,-8.678,Normal,none
TEX47,Other,-9.041,-6.864,Normal,none
TEX9,Other,-11.392,-7.201,Normal,none
TF,Other,-10.918,-12.2115,Normal,none
TFAM,CEG,21.719,11.851,Depleted,bagel
TFAP2A,Other,-5.249,-7.434,Normal,none
TFAP2B,Other,-10.361,-9.5495,Normal,none
TFAP2C,Other,-9.237,-6.9325,Normal,none
TFAP2D,NEG,-7.068,-8.277,Normal,none
TFAP2E,Other,-4.603,-3.2695,Normal,none
TFAP4,Other,-6.422,-10.452,Normal,none
TFB1M,Other,24.602,14.0095,Depleted,bagel
TFB2M,Other,-5.652,-3.196,Normal,none
TFCP2,Other,-11.907,-9.021,Normal,none
TFCP2L1,Other,7.772,1.538,Normal,none
TFDP1,Other,2.787,4.5675,Normal,none
TFDP2,Other,8.901,0.8555,Normal,none
TFDP3,NEG,-9.491,-7.8675,Normal,none
TFE3,Other,6.382,15.366,Enriched,both
TFEB,Other,-9.363,-5.651,Normal,none
TFEC,Other,-7.985,-10.0325,Normal,none
TFF1,Other,-0.07,-1.7045,Normal,none
TFF2,Other,-8.676,-10.15,Normal,none
TFF3,Other,-9.206,-10.6085,Normal,none
TFG,Other,-6.441,-5.646,Normal,none
TFIP11,Other,-4.658,-1.441,Normal,none
TFPI,Other,-10.81,-10.5475,Normal,none
TFPI2,Other,-6.446,-6.957,Normal,none
TFPT,Other,1.255,6.093,Normal,LFC
TFR2,Other,-1.206,-1.3135,Normal,none
TFRC,CEG,-9.675,-5.849,Normal,none
TG,Other,-8.536,-10.1405,Normal,none
TGDS,Other,0.166,1.712,Normal,none
TGFA,Other,-7.077,-9.2155,Normal,none
TGFB1,Other,-7.755,-4.3765,Normal,none
TGFB1I1,Other,-5.043,-4.9805,Normal,none
TGFB2,Other,-5.095,-8.967,Normal,none
TGFB3,Other,-6.458,-2.8485,Normal,none
TGFBI,Other,-8.405,-9.6395,Normal,none
TGFBR1,Other,-5.016,-6.8455,Normal,none
TGFBR2,Other,3.819,-5.419,Depleted,bagel
TGFBR3,Other,-0.47,-1.861,Normal,none
TGFBR3L,Other,-6.338,-5.0865,Normal,none
TGFBRAP1,Other,11.25,6.454,Normal,none
TGIF1,Other,13.169,8.988,Normal,none
TGIF2,Other,-12.259,-7.538,Normal,none
TGIF2-C20orf24,Other,-10.109,-2.423,Enriched,bagel
TGIF2LX,NEG,-9.819,-9.387,Normal,none
TGIF2LY,NEG,-6.491,-7.946,Normal,none
TGM1,Other,-7.99,-7.4305,Normal,none
TGM2,Other,-8.111,-10.183,Normal,none
TGM3,Other,-6.703,-8.765,Normal,none
TGM4,Other,-9.487,-10.7265,Normal,none
TGM5,Other,-7.433,-8.4175,Normal,none
TGM6,NEG,-4.196,-1.4725,Normal,none
TGM7,Other,-9.466,-3.6195,Normal,none
TGOLN2,Other,4.219,-2.19,Normal,none
TGS1,Other,18.096,13.3155,Normal,none
TH,Other,-6.238,-4.8515,Normal,none
THADA,Other,-6.472,-7.1935,Normal,none
THAP1,Other,-2.852,7.5305,Enriched,both
THAP10,Other,-4.445,-8.152,Normal,none
THAP11,Other,-9.718,-1.141,Enriched,both
THAP2,Other,-6.754,3.616,Enriched,both
THAP3,Other,-3.3,-7.9615,Normal,none
THAP4,Other,-7.854,-7.7945,Normal,none
THAP5,Other,-8.557,-2.838,Normal,none
THAP6,Other,-11.474,-5.6485,Normal,none
THAP7,Other,-9.81,-9.7085,Normal,none
THAP8,Other,-4.536,-6.8045,Normal,none
THAP9,Other,-1.25,-0.1725,Normal,none
THBD,Other,-4.415,-7.968,Normal,none
THBS1,Other,-11.712,-10.838,Normal,none
THBS2,Other,-5.473,-8.5155,Normal,none
THBS3,Other,-8.945,-7.108,Normal,none
THBS4,Other,-8.311,-10.9945,Normal,none
THEG,Other,-6.46,-11.4795,Normal,none
THEG5,Other,-9.707,-9.614,Normal,none
THEGL,Other,-4.86,-7.464,Normal,none
THEM4,Other,-9.659,-9.365,Normal,none
THEM5,Other,-8.118,-8.1245,Normal,none
THEM6,Other,-6.878,-7.608,Normal,none
THEMIS,Other,-10.913,-8.531,Normal,none
THEMIS2,Other,-3.339,-3.277,Normal,none
THG1L,Other,13.633,8.1555,Normal,none
THNSL1,Other,-6.95,-7.571,Normal,none
THNSL2,Other,0.806,-1.749,Normal,none
THOC1,Other,8.147,8.5765,Normal,none
THOC2,CEG,11.42,10.695,Normal,none
THOC3,CEG,-8.899,-5.731,Normal,none
THOC5,CEG,11.6,12.5895,Normal,LFC
THOC6,Other,-0.443,-3.1035,Normal,none
THOC7,Other,11.906,8.362,Normal,none
THOP1,Other,0.409,-0.418,Normal,none
THPO,Other,-3.254,-1.376,Normal,none
THRA,Other,-12.462,-3.562,Enriched,bagel
THRAP3,Other,-10.278,-13.1945,Normal,none
THRB,Other,-9.155,-9.4845,Normal,none
THRSP,Other,-8.102,-7.8095,Normal,none
THSD1,Other,7.066,3.314,Normal,none
THSD4,Other,-7.015,-6.347,Normal,none
THSD7A,Other,-1.103,-0.501,Normal,none
THSD7B,Other,-9.027,-8.5135,Normal,none
THTPA,Other,-3.434,-3.141,Normal,none
THUMPD1,Other,-4.544,-7.41,Normal,none
THUMPD2,Other,-6.261,-7.659,Normal,none
THUMPD3,Other,-8.269,-8.6455,Normal,none
THY1,Other,-8.46,-10.144,Normal,none
THYN1,Other,-8.175,-7.323,Normal,none
TIA1,Other,-13.025,-11.191,Normal,none
TIAF1,Other,-8.088,-7.3855,Normal,none
TIAL1,Other,-8.863,-9.07,Normal,none
TIAM1,Other,-9.144,-8.3575,Normal,none
TIAM2,Other,-6.642,-5.5545,Normal,none
TICAM1,Other,-3.425,3.639,Normal,LFC
TICAM2,Other,-2.772,-1.778,Normal,none
TICRR,CEG,17.624,12.962,Normal,none
TIE1,Other,-5.756,-11.411,Normal,none
TIFA,Other,-1.685,-2.129,Normal,none
TIFAB,Other,-10.324,-10.4735,Normal,none
TIGAR,Other,-6.172,-7.7645,Normal,none
TIGD1,Other,0.983,-1.34,Normal,none
TIGD2,Other,-8.964,-8.5255,Normal,none
TIGD3,Other,-9.705,-5.175,Normal,none
TIGD4,Other,-9.769,-10.236,Normal,none
TIGD5,Other,-6.787,-7.438,Normal,none
TIGD6,Other,-2.679,-1.5525,Normal,none
TIGD7,Other,-6.635,-6.655,Normal,none
TIGIT,Other,-9.663,-7.5185,Normal,none
TIMD4,Other,-9.366,-9.601,Normal,none
TIMELESS,Other,14.034,12.3955,Normal,none
TIMM10,CEG,9.844,10.657,Normal,LFC
TIMM10B,Other,-5.66,-8.087,Normal,none
TIMM13,CEG,4.653,3.3015,Normal,none
TIMM17A,Other,-4.433,-0.6505,Normal,none
TIMM17B,Other,10.299,7.91,Normal,none
TIMM21,Other,-7.462,-6.458,Normal,none
TIMM22,Other,14.63,12.065,Normal,none
TIMM23,CEG,-10.294,-7.803,Normal,none
TIMM23B,Other,7.754,9.1975,Normal,none
TIMM29,Other,-5.697,-4.9645,Normal,none
TIMM44,CEG,12.626,8.554,Normal,none
TIMM50,Other,16.595,9.2535,Normal,none
TIMM8A,Other,-1.114,-1.159,Normal,none
TIMM8B,Other,-3.072,-3.3155,Normal,none
TIMM9,Other,23.755,15.319,Normal,none
TIMMDC1,Other,11.864,-0.1165,Depleted,bagel
TIMP1,Other,0.531,6.2205,Normal,LFC
TIMP2,Other,-6.136,-7.2565,Normal,none
TIMP3,Other,9.633,4.61,Normal,none
TIMP4,Other,-6.888,-7.4915,Normal,none
TINAG,Other,-11.658,-9.6835,Normal,none
TINAGL1,Other,-4.495,-8.579,Normal,none
TINF2,Other,15.104,16.643,Normal,LFC
TIPARP,Other,-9.805,-10.6865,Normal,none
TIPIN,Other,20.422,4.629,Depleted,bagel
TIPRL,Other,22.793,11.704,Depleted,bagel
TIRAP,Other,-7.391,-9.149,Normal,none
TJAP1,Other,0.449,-2.399,Normal,none
TJP1,Other,6.65,3.7255,Normal,none
TJP2,Other,-1.564,-3.5535,Normal,none
TJP3,Other,-9.876,-9.6845,Normal,none
TK1,Other,-8.158,-7.445,Normal,none
TK2,Other,-1.382,2.1965,Normal,none
TKFC,Other,15.481,10.7925,Normal,none
TKT,Other,-1.196,-0.72,Normal,none
TKTL1,Other,-8.214,-9.173,Normal,none
TKTL2,NEG,-9.216,-2.113,Normal,none
TLCD1,Other,-7.37,-5.003,Normal,none
TLCD2,Other,-0.77,4.569,Normal,LFC
TLDC1,Other,-4.807,-4.4305,Normal,none
TLDC2,Other,-5.653,-8.0255,Normal,none
TLE1,Other,0.58,-2.415,Normal,none
TLE2,Other,-9.675,-8.2835,Normal,none
TLE3,Other,-9.516,-7.8445,Normal,none
TLE4,Other,-9.55,-8.6365,Normal,none
TLE6,Other,-6.213,-4.873,Normal,none
TLK1,Other,7.619,9.0435,Normal,none
TLK2,Other,-3.893,0.00249999999999995,Normal,none
TLL1,Other,-9.227,-7.217,Normal,none
TLL2,Other,-9.698,-9.13,Normal,none
TLN1,Other,5.437,-5.047,Depleted,bagel
TLN2,Other,-4.529,-7.7175,Normal,none
TLR1,Other,-6.252,-9.703,Normal,none
TLR10,Other,-10.597,-8.4225,Normal,none
TLR2,Other,-7.843,-6.435,Normal,none
TLR3,Other,-7.863,-10.414,Normal,none
TLR4,Other,-9.992,-8.5915,Normal,none
TLR5,Other,-7.252,-9.9095,Normal,none
TLR6,Other,-6.983,-9.951,Normal,none
TLR7,Other,-7.937,-9.4345,Normal,none
TLR8,Other,-9.972,-7.745,Normal,none
TLR9,Other,-8.233,-8.376,Normal,none
TLX1,NEG,-6.261,-2.099,Normal,none
TLX2,Other,-5.456,-1.0865,Normal,none
TLX3,Other,-8.494,-9.9725,Normal,none
TM2D1,Other,1.396,-8.4865,Depleted,both
TM2D2,Other,1.365,0.6105,Normal,none
TM2D3,Other,-0.71,-8.41,Normal,none
TM4SF1,Other,-11.341,-10.9335,Normal,none
TM4SF18,Other,-9.358,-8.6445,Normal,none
TM4SF19,Other,-8.443,-10.5185,Normal,none
TM4SF20,Other,-10.315,-10.403,Normal,none
TM4SF4,Other,-8.22,-8.6285,Normal,none
TM4SF5,Other,-9.975,-9.959,Normal,none
TM6SF1,Other,-7.034,-6.1895,Normal,none
TM6SF2,Other,-8.655,-7.182,Normal,none
TM7SF2,Other,-4.994,-9.3215,Normal,none
TM7SF3,Other,-9.617,-6.018,Normal,none
TM9SF1,Other,-6.501,-0.49,Normal,none
TM9SF2,Other,-6.885,-5.111,Normal,none
TM9SF3,Other,-12.196,-8.2815,Normal,none
TM9SF4,Other,4.705,-1.941,Normal,none
TMA16,Other,20.07,12.5535,Normal,none
TMA7,Other,-8.174,-5.2085,Normal,none
TMBIM1,Other,-6.509,-8.8455,Normal,none
TMBIM4,Other,0.205,-1.44,Normal,none
TMBIM6,Other,-5.315,-7.35,Normal,none
TMC1,Other,-3.227,-2.3585,Normal,none
TMC2,Other,-7.556,-9.407,Normal,none
TMC3,Other,-7.935,-8.257,Normal,none
TMC4,Other,-7.673,-7.2545,Normal,none
TMC5,Other,-6.541,-3.624,Normal,none
TMC6,Other,-8.392,-7.927,Normal,none
TMC7,Other,5.473,1.6065,Normal,none
TMC8,Other,-10.114,-8.2375,Normal,none
TMCC1,Other,-2.131,3.36,Normal,LFC
TMCC2,Other,-1.18,-1.489,Normal,none
TMCC3,Other,-1.597,-8.8225,Normal,none
TMCO1,Other,-8.696,-7.661,Normal,none
TMCO2,Other,-8.021,-7.1325,Normal,none
TMCO3,Other,-5.903,-5.948,Normal,none
TMCO4,Other,9.782,5.9695,Normal,none
TMCO5A,Other,-12.784,-11.6295,Normal,none
TMCO6,Other,-0.099,-6.2845,Normal,none
TMED1,Other,-4.484,-0.692,Normal,none
TMED10,Other,-6.721,-8.202,Normal,none
TMED2,Other,-10.132,-8.3115,Normal,none
TMED3,Other,-7.198,-7.52,Normal,none
TMED4,Other,2.556,6.568,Normal,LFC
TMED5,Other,0.384,-2.8605,Normal,none
TMED6,Other,-10.621,-5.8565,Normal,none
TMED7,Other,-9.888,-5.55,Normal,none
TMED8,Other,-6.492,-6.971,Normal,none
TMED9,Other,-7.59,-6.1955,Normal,none
TMEFF1,Other,-10.84,-7.8255,Normal,none
TMEFF2,Other,-3.784,3.9955,Enriched,both
TMEM100,Other,-9.904,-9.1225,Normal,none
TMEM101,Other,-8.084,-11.825,Normal,none
TMEM102,Other,-6.655,-8.208,Normal,none
TMEM104,Other,0.626,-0.9485,Normal,none
TMEM105,Other,-6.843,-7.953,Normal,none
TMEM106A,Other,-2.595,0.282,Normal,none
TMEM106B,Other,-7.177,-9.484,Normal,none
TMEM106C,Other,-6.405,-8.5275,Normal,none
TMEM107,Other,-0.461,-6.419,Normal,none
TMEM108,Other,-2.319,-3.172,Normal,none
TMEM109,Other,-10.582,-10.771,Normal,none
TMEM11,Other,3.238,-1.637,Normal,none
TMEM110,Other,-3.183,-7.5785,Normal,none
TMEM114,Other,-5.605,-9.408,Normal,none
TMEM115,Other,6.532,1.5805,Normal,none
TMEM116,Other,-8.831,-8.5535,Normal,none
TMEM117,Other,3.712,-1.149,Normal,none
TMEM119,Other,-5.901,-5.654,Normal,none
TMEM120A,Other,-7.895,-9.007,Normal,none
TMEM120B,Other,-9.958,-5.659,Normal,none
TMEM121,Other,-8.759,-7.059,Normal,none
TMEM123,Other,-7.631,-8.893,Normal,none
TMEM125,Other,-7.246,-5.191,Normal,none
TMEM126A,Other,-2.893,-10.8045,Normal,LFC
TMEM126B,Other,5.063,-0.2895,Normal,none
TMEM127,Other,-6.772,-6.7305,Normal,none
